RefSeq_Accession	Gene_Name	Expression_Level_(rpkM)	Read_Count	Feature_Length	Total_Mapped_Reads
NM_002220	ITPKA	2.02051560422	14.0	1386	4999224.0
NM_001003806	TARP	0.0	0.0	336	4999224.0
NM_001143986	TLE6	0.0	0.0	1719	4999224.0
NM_003621	PPFIBP2	0.0	0.0	2631	4999224.0
NM_001143980	CCDC154	0.0	0.0	2004	4999224.0
NM_001143981	CHRDL1	0.0	0.0	1377	4999224.0
NM_016648	LARP7	27.4485138687	240.0	1749	4999224.0
NM_016649	ESF1	26.8429766716	343.0	2556	4999224.0
NM_003626	PPFIA1	18.0133249005	325.0	3609	4999224.0
NM_016644	PRR16	0.0	0.0	846	4999224.0
NM_016645	NGRN	8.78924287837	29.0	660	4999224.0
NM_016642	SPTBN5	0.0	0.0	10920	4999224.0
NM_001143989	NBPF4	0.0	0.0	1917	4999224.0
NM_016640	MRPS30	276.406534658	1824.0	1320	4999224.0
NM_016641	GDE1	27.715144764	138.0	996	4999224.0
NM_001080821	ZNF799	0.414142949934	4.0	1932	4999224.0
NM_017418	DEC1	0.0	0.0	213	4999224.0
NM_001080825	TMEM120B	15.2964916626	78.0	1020	4999224.0
NM_001008781	FAT3	0.0	0.0	13674	4999224.0
NM_001080826	PRAGMIN	5.84552589989	123.0	4209	4999224.0
NM_018139	C14orf104	7.39971645509	93.0	2514	4999224.0
NM_002854	PVALB	0.0	0.0	333	4999224.0
NM_001003803	ATP5S	27.1647097901	88.0	648	4999224.0
NM_001007532	STH	0.0	0.0	387	4999224.0
NM_144582	TEX261	59.5693128392	176.0	591	4999224.0
NM_205859	OR2K2	0.0	0.0	951	4999224.0
NM_001003800	BICD2	13.6313990822	175.0	2568	4999224.0
NM_001007533	DYSFIP1	0.0	0.0	465	4999224.0
NM_205854	SFTA2	0.0	0.0	237	4999224.0
NM_017840	MRPL16	97.1050177887	367.0	756	4999224.0
NM_205850	SLC24A5	0.0	0.0	1503	4999224.0
NM_205853	MUSTN1	0.0	0.0	249	4999224.0
NM_205852	CLEC12B	0.0	0.0	699	4999224.0
NM_207119	LRRC20	1.08124889091	3.0	555	4999224.0
NM_181777	UBE2A	229.095384664	268.0	234	4999224.0
NM_004108	FCN2	0.0	0.0	942	4999224.0
NM_004109	FDX1	40.3666252606	112.0	555	4999224.0
NM_004106	FCER1G	0.0	0.0	261	4999224.0
NM_001464	ADAM2	0.0	0.0	2208	4999224.0
