RefSeq_Accession	Gene_Name	Expression_Level_(rpkM)	Read_Count	Feature_Length	Total_Mapped_Reads
NM_002220	ITPKA	0.146423341319	1.0	1386	4927498.0
NM_001003806	TARP	0.0	0.0	336	4927498.0
NM_001143986	TLE6	0.0	0.0	1719	4927498.0
NM_003621	PPFIBP2	1.77410994852	23.0	2631	4927498.0
NM_001143980	CCDC154	0.0	0.0	2004	4927498.0
NM_001143981	CHRDL1	0.0	0.0	1377	4927498.0
NM_016648	LARP7	32.0252711805	276.0	1749	4927498.0
NM_016649	ESF1	23.0255859975	290.0	2556	4927498.0
NM_003626	PPFIA1	16.7572568075	298.0	3609	4927498.0
NM_016644	PRR16	0.0	0.0	846	4927498.0
NM_016645	NGRN	21.8317201906	71.0	660	4927498.0
NM_016642	SPTBN5	0.0	0.0	10920	4927498.0
NM_001143989	NBPF4	0.0	0.0	1917	4927498.0
NM_016640	MRPS30	217.855968381	1417.0	1320	4927498.0
NM_016641	GDE1	18.7457159621	92.0	996	4927498.0
NM_001080821	ZNF799	0.0	0.0	1932	4927498.0
NM_017418	DEC1	0.0	0.0	213	4927498.0
NM_001080825	TMEM120B	6.56579488748	33.0	1020	4927498.0
NM_001008781	FAT3	0.0	0.0	13674	4927498.0
NM_001080826	PRAGMIN	7.13602450891	148.0	4209	4927498.0
NM_018139	C14orf104	10.2520801056	127.0	2514	4927498.0
NM_002854	PVALB	0.0	0.0	333	4927498.0
NM_001003803	ATP5S	15.0327963754	48.0	648	4927498.0
NM_001007532	STH	0.0	0.0	387	4927498.0
NM_144582	TEX261	82.4132999259	240.0	591	4927498.0
NM_205859	OR2K2	0.0	0.0	951	4927498.0
NM_001003800	BICD2	18.7295295962	237.0	2568	4927498.0
NM_001007533	DYSFIP1	0.0	0.0	465	4927498.0
NM_205854	SFTA2	0.0	0.0	237	4927498.0
NM_017840	MRPL16	96.1025196854	358.0	756	4927498.0
NM_205850	SLC24A5	0.0	0.0	1503	4927498.0
NM_205853	MUSTN1	0.0	0.0	249	4927498.0
NM_205852	CLEC12B	0.0	0.0	699	4927498.0
NM_207119	LRRC20	0.0	0.0	555	4927498.0
NM_181777	UBE2A	300.945019746	347.0	234	4927498.0
NM_004108	FCN2	0.0	0.0	942	4927498.0
NM_004109	FDX1	32.9096353083	90.0	555	4927498.0
NM_004106	FCER1G	0.0	0.0	261	4927498.0
NM_001464	ADAM2	0.0	0.0	2208	4927498.0
NM_004105	EFEMP1	325.913459879	2380.0	1482	4927498.0
NM_004102	FABP3	0.0	0.0	402	4927498.0
NM_001463	FRZB	0.0	0.0	978	4927498.0
NM_001145316	DSN1	54.0043735334	285.0	1071	4927498.0
NM_007103	NDUFV1	127.584797625	877.0	1395	4927498.0
NM_007102	GUCA2B	0.0	0.0	339	4927498.0
NM_007101	SARDH	0.0	0.0	2757	4927498.0
NM_007100	ATP5I	257.060818019	266.0	210	4927498.0
NM_007107	SSR3	402.975928643	1108.0	558	4927498.0
NM_007106	UBL3	29.2375149843	51.0	354	4927498.0
NM_007105	SLC22A18AS	0.0	0.0	762	4927498.0
NM_181435	C1QTNF3	0.0	0.0	960	4927498.0
NM_000339	SLC12A3	0.0	0.0	3093	4927498.0
NM_000338	SLC12A1	0.0	0.0	3300	4927498.0
NM_007109	TCF19	1.17307948594	6.0	1038	4927498.0
NM_000484	APP	155.212160241	1769.0	2313	4927498.0
NM_000483	APOC2	0.0	0.0	306	4927498.0
NM_000482	APOA4	0.0	0.0	1191	4927498.0
NM_000481	AMT	0.0	0.0	1212	4927498.0
NM_016643	ZNF771	1.70182600476	8.0	954	4927498.0
NM_030615	KIF25	0.0	0.0	1155	4927498.0
NM_207112	HAGHL	16.2726146331	70.0	873	4927498.0
NM_001425	EMP3	461.158527832	1118.0	492	4927498.0
NM_001012968	SPIN4	18.6707330982	69.0	750	4927498.0
NM_030613	ZFP2	0.0	0.0	1386	4927498.0
NM_005801	EIF1	1087.70193774	1833.0	342	4927498.0
NM_001012961	C1orf84	7.93630870097	21.0	537	4927498.0
NM_001012967	DDX60L	2.02110531233	51.0	5121	4927498.0
NM_014174	THYN1	49.987373788	167.0	678	4927498.0
NM_001012964	KLK6	0.0	0.0	735	4927498.0
NM_003824	FADD	76.3867452184	236.0	627	4927498.0
NM_012188	FOXI1	0.0	0.0	1137	4927498.0
NM_003826	NAPG	59.6509044671	276.0	939	4927498.0
NM_003827	NAPA	186.945011682	818.0	888	4927498.0
NM_003820	TNFRSF14	0.0	0.0	852	4927498.0
NM_003821	RIPK2	18.0060111853	144.0	1623	4927498.0
NM_003795	SNX3	454.027340834	1094.0	489	4927498.0
NM_012181	FKBP8	40.5231902293	248.0	1242	4927498.0
NM_012180	FBXO8	6.55335966989	31.0	960	4927498.0
NM_012183	FOXD3	0.0	0.0	1437	4927498.0
NM_012182	FOXB1	0.0	0.0	978	4927498.0
NM_003828	MTMR1	15.1343693239	149.0	1998	4927498.0
NM_012184	FOXD4L1	0.0	0.0	1227	4927498.0
NM_012186	FOXE3	0.0	0.0	960	4927498.0
NM_020733	HEG1	19.4817209177	398.0	4146	4927498.0
NM_001083335	ZFP112	3.99668437551	54.0	2742	4927498.0
NM_020731	AHRR	2.34887443365	25.0	2160	4927498.0
NM_001861	COX4I1	896.927374326	2254.0	510	4927498.0
NM_001146110	MIER1	26.6761226246	209.0	1590	4927498.0
NM_005806	OLIG2	0.0	0.0	972	4927498.0
NM_020734	RIMKLB	12.5855969654	72.0	1161	4927498.0
NM_020739	CCPG1	49.173903183	551.0	2274	4927498.0
NM_005807	PRG4	0.0	0.0	4215	4927498.0
NM_004975	KCNB1	0.0	0.0	2577	4927498.0
NM_001080824	LOC129293	29.1609934065	197.0	1371	4927498.0
NM_144646	IGJ	0.0	0.0	480	4927498.0
NM_144647	CAPSL	0.0	0.0	627	4927498.0
NM_144644	SPATA4	0.0	0.0	918	4927498.0
NM_000156	GAMT	3.42519411085	12.0	711	4927498.0
NM_144642	SYNPR	0.0	0.0	798	4927498.0
NM_144643	SCLT1	12.0764191492	123.0	2067	4927498.0
NM_001161546	LOC389333	0.0	0.0	3048	4927498.0
NM_000152	GAA	3.19427205248	45.0	2859	4927498.0
NM_004973	JARID2	5.80456411768	107.0	3741	4927498.0
NM_001008783	SLC35D3	0.0	0.0	1251	4927498.0
NM_000159	GCDH	49.310311573	320.0	1317	4927498.0
NM_000158	GBE1	74.5759279646	775.0	2109	4927498.0
NM_144648	LRGUK	0.0	0.0	2478	4927498.0
NM_144649	TMEM71	0.0	0.0	831	4927498.0
NM_021020	LZTS1	0.0	0.0	1791	4927498.0
NM_021021	SNTB1	0.0	0.0	1617	4927498.0
NM_021023	CFHR3	0.0	0.0	993	4927498.0
NM_021025	TLX3	13.9001884293	60.0	876	4927498.0
NM_001142633	PIK3R5	0.0	0.0	2643	4927498.0
NM_021027	UGT1A9	0.0	0.0	1593	4927498.0
NM_021029	RPL36A	32.8754612321	52.0	321	4927498.0
NM_174856	IDH3B	74.0076129249	256.0	702	4927498.0
NM_015556	SIPA1L1	3.37300971303	90.0	5415	4927498.0
NM_173536	GABRG1	0.0	0.0	1398	4927498.0
NM_004445	EPHB6	0.0	0.0	3066	4927498.0
NM_173535	CLEC4F	0.0	0.0	1770	4927498.0
NM_173533	TDRD5	0.0	0.0	2946	4927498.0
NM_173531	ZNF100	0.99664948345	8.0	1629	4927498.0
NM_015554	GLCE	6.56772657177	60.0	1854	4927498.0
NM_173538	CNBD1	0.0	0.0	1311	4927498.0
NM_001001952	OR5D18	0.0	0.0	942	4927498.0
NM_001001953	OR10G9	0.0	0.0	936	4927498.0
NM_001102445	RGS4	0.0	0.0	909	4927498.0
NM_001001956	OR13C9	0.0	0.0	957	4927498.0
NM_001001957	OR2W3	0.0	0.0	945	4927498.0
NM_001001954	OR5A2	0.0	0.0	975	4927498.0
NM_001001955	OR4C13	0.0	0.0	930	4927498.0
NM_001001958	OR7G3	0.0	0.0	939	4927498.0
NM_001001959	OR11L1	0.0	0.0	969	4927498.0
NM_015559	SETBP1	0.508309958842	12.0	4791	4927498.0
NM_201574	SLC4A3	0.0	0.0	3780	4927498.0
NM_201575	SEZ6L2	8.91076843326	120.0	2733	4927498.0
NM_001011724	HNRNPA1L2	1.68592108883	8.0	963	4927498.0
NM_003353	UCN	0.0	0.0	375	4927498.0
NM_003350	UBE2V2	271.517013985	586.0	438	4927498.0
NM_006271	S100A1	0.0	0.0	285	4927498.0
