RefSeq_Accession	Gene_Name	Expression_Level_(rpkM)	Read_Count	Feature_Length	Total_Mapped_Reads
NM_002220	ITPKA	0.742395356316	9.0	1386	8746696.0
NM_001003806	TARP	0.0	0.0	336	8746696.0
NM_001143986	TLE6	0.19952684969	3.0	1719	8746696.0
NM_003621	PPFIBP2	0.130363608749	3.0	2631	8746696.0
NM_001143980	CCDC154	0.0	0.0	2004	8746696.0
NM_001143981	CHRDL1	0.0	0.0	1377	8746696.0
NM_016648	LARP7	29.6771376399	454.0	1749	8746696.0
NM_016649	ESF1	18.6969772601	418.0	2556	8746696.0
NM_003626	PPFIA1	36.3356140064	1147.0	3609	8746696.0
NM_016644	PRR16	5.54076156002	41.0	846	8746696.0
NM_016645	NGRN	83.1482799074	480.0	660	8746696.0
NM_016642	SPTBN5	0.136105815325	13.0	10920	8746696.0
NM_001143989	NBPF4	0.417476366254	7.0	1917	8746696.0
NM_016640	MRPS30	142.564654925	1646.0	1320	8746696.0
NM_016641	GDE1	43.0455138828	375.0	996	8746696.0
NM_001080821	ZNF799	0.236705765782	4.0	1932	8746696.0
NM_017418	DEC1	0.0	0.0	213	8746696.0
NM_001080825	TMEM120B	8.18236136834	73.0	1020	8746696.0
NM_001008781	FAT3	0.0752493757389	9.0	13674	8746696.0
NM_001080826	PRAGMIN	5.73138386983	211.0	4209	8746696.0
NM_018139	C14orf104	8.18583901236	180.0	2514	8746696.0
NM_002854	PVALB	0.0	0.0	333	8746696.0
NM_001003803	ATP5S	6.52803817946	37.0	648	8746696.0
NM_001007532	STH	0.0	0.0	387	8746696.0
NM_144582	TEX261	21.472937768	111.0	591	8746696.0
NM_205859	OR2K2	0.0	0.0	951	8746696.0
NM_001003800	BICD2	21.0137202725	472.0	2568	8746696.0
NM_001007533	DYSFIP1	0.0	0.0	465	8746696.0
NM_205854	SFTA2	0.0	0.0	237	8746696.0
NM_017840	MRPL16	41.1342019648	272.0	756	8746696.0
NM_205850	SLC24A5	0.0	0.0	1503	8746696.0
NM_205853	MUSTN1	0.0	0.0	249	8746696.0
NM_205852	CLEC12B	0.163560636442	1.0	699	8746696.0
NM_207119	LRRC20	0.823991963046	4.0	555	8746696.0
NM_181777	UBE2A	81.5936913407	167.0	234	8746696.0
NM_004108	FCN2	0.0	0.0	942	8746696.0
NM_004109	FDX1	9.68190556579	47.0	555	8746696.0
NM_004106	FCER1G	0.876083408986	2.0	261	8746696.0
NM_001464	ADAM2	0.0	0.0	2208	8746696.0
NM_004105	EFEMP1	152.129933177	1972.0	1482	8746696.0
NM_004102	FABP3	0.853200633378	3.0	402	8746696.0
NM_001463	FRZB	0.0	0.0	978	8746696.0
NM_001145316	DSN1	34.6936392004	325.0	1071	8746696.0
NM_007103	NDUFV1	70.9740604299	866.0	1395	8746696.0
NM_007102	GUCA2B	0.0	0.0	339	8746696.0
NM_007101	SARDH	0.0	0.0	2757	8746696.0
NM_007100	ATP5I	133.928122279	246.0	210	8746696.0
NM_007107	SSR3	134.817932341	658.0	558	8746696.0
NM_007106	UBL3	15.5022216776	48.0	354	8746696.0
NM_007105	SLC22A18AS	0.0	0.0	762	8746696.0
NM_181435	C1QTNF3	1.07183329568	9.0	960	8746696.0
NM_000339	SLC12A3	0.0	0.0	3093	8746696.0
NM_000338	SLC12A1	0.0	0.0	3300	8746696.0
NM_007109	TCF19	12.5563515178	114.0	1038	8746696.0
NM_000484	APP	157.529682702	3187.0	2313	8746696.0
NM_000483	APOC2	0.0	0.0	306	8746696.0
NM_000482	APOA4	0.0	0.0	1191	8746696.0
NM_000481	AMT	0.282992289289	3.0	1212	8746696.0
NM_016643	ZNF771	3.83493114877	32.0	954	8746696.0
NM_030615	KIF25	0.0	0.0	1155	8746696.0
NM_207112	HAGHL	3.79786673689	29.0	873	8746696.0
NM_001425	EMP3	121.532534123	523.0	492	8746696.0
NM_001012968	SPIN4	10.6706959214	70.0	750	8746696.0
NM_030613	ZFP2	0.0	0.0	1386	8746696.0
NM_005801	EIF1	271.781822811	813.0	342	8746696.0
NM_001012961	C1orf84	3.83225312422	18.0	537	8746696.0
NM_001012967	DDX60L	3.03626798334	136.0	5121	8746696.0
NM_014174	THYN1	12.647000539	75.0	678	8746696.0
NM_001012964	KLK6	0.0	0.0	735	8746696.0
NM_003824	FADD	34.462773909	189.0	627	8746696.0
NM_012188	FOXI1	0.0	0.0	1137	8746696.0
NM_003826	NAPG	16.8023281282	138.0	939	8746696.0
NM_003827	NAPA	62.5718896938	486.0	888	8746696.0
NM_003820	TNFRSF14	0.0	0.0	852	8746696.0
NM_003821	RIPK2	24.2323699299	344.0	1623	8746696.0
NM_003795	SNX3	146.59347815	627.0	489	8746696.0
NM_012181	FKBP8	38.2016805331	415.0	1242	8746696.0
NM_012180	FBXO8	10.0037774264	84.0	960	8746696.0
NM_012183	FOXD3	0.0	0.0	1437	8746696.0
NM_012182	FOXB1	0.0	0.0	978	8746696.0
NM_003828	MTMR1	22.8886656402	400.0	1998	8746696.0
NM_012184	FOXD4L1	0.0	0.0	1227	8746696.0
NM_012186	FOXE3	0.0	0.0	960	8746696.0
NM_020733	HEG1	27.4378293411	995.0	4146	8746696.0
NM_001083335	ZFP112	3.54411204018	85.0	2742	8746696.0
NM_020731	AHRR	10.0567074656	190.0	2160	8746696.0
NM_001861	COX4I1	266.319049468	1188.0	510	8746696.0
NM_001146110	MIER1	35.8086696016	498.0	1590	8746696.0
NM_005806	OLIG2	0.0	0.0	972	8746696.0
NM_020734	RIMKLB	9.55202569565	97.0	1161	8746696.0
NM_020739	CCPG1	59.2257811697	1178.0	2274	8746696.0
NM_005807	PRG4	0.0813728717955	3.0	4215	8746696.0
NM_004975	KCNB1	0.0	0.0	2577	8746696.0
NM_001080824	LOC129293	8.1723054103	98.0	1371	8746696.0
NM_144646	IGJ	0.0	0.0	480	8746696.0
NM_144647	CAPSL	1.45874175276	8.0	627	8746696.0
NM_144644	SPATA4	0.0	0.0	918	8746696.0
NM_000156	GAMT	9.16560680414	57.0	711	8746696.0
NM_144642	SYNPR	0.0	0.0	798	8746696.0
NM_144643	SCLT1	11.891973995	215.0	2067	8746696.0
NM_001161546	LOC389333	0.225056859986	6.0	3048	8746696.0
NM_000152	GAA	3.95892256117	99.0	2859	8746696.0
NM_004973	JARID2	6.8762360589	225.0	3741	8746696.0
NM_001008783	SLC35D3	0.0	0.0	1251	8746696.0
NM_000159	GCDH	14.7577148279	170.0	1317	8746696.0
NM_000158	GBE1	53.559477598	988.0	2109	8746696.0
NM_144648	LRGUK	0.0	0.0	2478	8746696.0
NM_144649	TMEM71	0.0	0.0	831	8746696.0
NM_021020	LZTS1	0.0	0.0	1791	8746696.0
NM_021021	SNTB1	0.424225917895	6.0	1617	8746696.0
NM_021023	CFHR3	0.0	0.0	993	8746696.0
NM_021025	TLX3	5.08998460049	39.0	876	8746696.0
NM_001142633	PIK3R5	0.0	0.0	2643	8746696.0
NM_021027	UGT1A9	0.0	0.0	1593	8746696.0
NM_021029	RPL36A	1.42465900153	4.0	321	8746696.0
NM_174856	IDH3B	41.6925847969	256.0	702	8746696.0
NM_015556	SIPA1L1	13.8714824305	657.0	5415	8746696.0
NM_173536	GABRG1	0.0	0.0	1398	8746696.0
NM_004445	EPHB6	0.0	0.0	3066	8746696.0
NM_173535	CLEC4F	0.0	0.0	1770	8746696.0
NM_173533	TDRD5	0.038808175449	1.0	2946	8746696.0
NM_173531	ZNF100	1.68440346037	24.0	1629	8746696.0
NM_015554	GLCE	6.90659930191	112.0	1854	8746696.0
NM_173538	CNBD1	0.0	0.0	1311	8746696.0
NM_001001952	OR5D18	0.0	0.0	942	8746696.0
NM_001001953	OR10G9	0.0	0.0	936	8746696.0
NM_001102445	RGS4	0.0	0.0	909	8746696.0
NM_001001956	OR13C9	0.0	0.0	957	8746696.0
NM_001001957	OR2W3	0.0	0.0	945	8746696.0
NM_001001954	OR5A2	0.0	0.0	975	8746696.0
NM_001001955	OR4C13	0.0	0.0	930	8746696.0
NM_001001958	OR7G3	0.0	0.0	939	8746696.0
NM_001001959	OR11L1	0.0	0.0	969	8746696.0
NM_015559	SETBP1	1.55111198429	65.0	4791	8746696.0
NM_201574	SLC4A3	0.24196589391	8.0	3780	8746696.0
NM_201575	SEZ6L2	2.17530260277	52.0	2733	8746696.0
NM_001011724	HNRNPA1L2	0.831051084225	7.0	963	8746696.0
NM_003353	UCN	0.914631078981	3.0	375	8746696.0
NM_003350	UBE2V2	96.0571452811	368.0	438	8746696.0
NM_006271	S100A1	0.0	0.0	285	8746696.0
NM_139343	BIN1	34.0035403942	530.0	1782	8746696.0
NM_006277	ITSN2	7.33913336344	327.0	5094	8746696.0
NM_006274	CCL19	0.0	0.0	297	8746696.0
