RefSeq_Accession	Gene_Name	Expression_Level_(rpkM)	Read_Count	Feature_Length	Total_Mapped_Reads
NM_002220	ITPKA	0.540163712116	4.0	1386	5342830.0
NM_001003806	TARP	0.0	0.0	336	5342830.0
NM_001143986	TLE6	0.108881167102	1.0	1719	5342830.0
NM_003621	PPFIBP2	0.0	0.0	2631	5342830.0
NM_001143980	CCDC154	0.0	0.0	2004	5342830.0
NM_001143981	CHRDL1	0.0	0.0	1377	5342830.0
NM_016648	LARP7	21.0816724247	197.0	1749	5342830.0
NM_016649	ESF1	11.7894534139	161.0	2556	5342830.0
NM_003626	PPFIA1	19.5516364077	377.0	3609	5342830.0
NM_016644	PRR16	0.663711795206	3.0	846	5342830.0
NM_016645	NGRN	28.3585948861	100.0	660	5342830.0
NM_016642	SPTBN5	0.0	0.0	10920	5342830.0
NM_001143989	NBPF4	0.0	0.0	1917	5342830.0
NM_016640	MRPS30	214.674563288	1514.0	1320	5342830.0
NM_016641	GDE1	36.8320063701	196.0	996	5342830.0
NM_001080821	ZNF799	0.581263124994	6.0	1932	5342830.0
NM_017418	DEC1	0.0	0.0	213	5342830.0
NM_001080825	TMEM120B	10.2758202646	56.0	1020	5342830.0
NM_001008781	FAT3	0.027375563295	2.0	13674	5342830.0
NM_001080826	PRAGMIN	5.02490854503	113.0	4209	5342830.0
NM_018139	C14orf104	8.1894748955	110.0	2514	5342830.0
NM_002854	PVALB	0.0	0.0	333	5342830.0
NM_001003803	ATP5S	29.7502666721	103.0	648	5342830.0
NM_001007532	STH	0.0	0.0	387	5342830.0
NM_144582	TEX261	38.3200911608	121.0	591	5342830.0
NM_205859	OR2K2	0.0	0.0	951	5342830.0
NM_001003800	BICD2	7.87149783286	108.0	2568	5342830.0
NM_001007533	DYSFIP1	0.0	0.0	465	5342830.0
NM_205854	SFTA2	0.0	0.0	237	5342830.0
NM_017840	MRPL16	120.321466874	486.0	756	5342830.0
NM_205850	SLC24A5	0.0	0.0	1503	5342830.0
NM_205853	MUSTN1	0.0	0.0	249	5342830.0
NM_205852	CLEC12B	0.0	0.0	699	5342830.0
NM_207119	LRRC20	2.02342406755	6.0	555	5342830.0
NM_181777	UBE2A	217.561322818	272.0	234	5342830.0
NM_004108	FCN2	0.0	0.0	942	5342830.0
NM_004109	FDX1	26.9789875673	80.0	555	5342830.0
NM_004106	FCER1G	0.0	0.0	261	5342830.0
NM_001464	ADAM2	0.0	0.0	2208	5342830.0
NM_004105	EFEMP1	237.810354605	1883.0	1482	5342830.0
NM_004102	FABP3	10.2429551678	22.0	402	5342830.0
NM_001463	FRZB	0.0	0.0	978	5342830.0
NM_001145316	DSN1	98.5639902931	564.0	1071	5342830.0
NM_007103	NDUFV1	125.582835676	936.0	1395	5342830.0
NM_007102	GUCA2B	0.0	0.0	339	5342830.0
NM_007101	SARDH	0.0	0.0	2757	5342830.0
NM_007100	ATP5I	368.094561621	413.0	210	5342830.0
NM_007107	SSR3	393.45263421	1173.0	558	5342830.0
NM_007106	UBL3	61.331469618	116.0	354	5342830.0
NM_007105	SLC22A18AS	2.94750749997	12.0	762	5342830.0
NM_181435	C1QTNF3	0.0	0.0	960	5342830.0
NM_000339	SLC12A3	0.0	0.0	3093	5342830.0
NM_000338	SLC12A1	0.0	0.0	3300	5342830.0
NM_007109	TCF19	11.1795154406	62.0	1038	5342830.0
NM_000484	APP	249.474715531	3083.0	2313	5342830.0
NM_000483	APOC2	0.0	0.0	306	5342830.0
NM_000482	APOA4	0.0	0.0	1191	5342830.0
NM_000481	AMT	0.0	0.0	1212	5342830.0
NM_016643	ZNF771	0.196191536948	1.0	954	5342830.0
NM_030615	KIF25	0.0	0.0	1155	5342830.0
NM_207112	HAGHL	11.5773232731	54.0	873	5342830.0
NM_001425	EMP3	638.72547433	1679.0	492	5342830.0
NM_001012968	SPIN4	18.7166726248	75.0	750	5342830.0
NM_030613	ZFP2	0.0	0.0	1386	5342830.0
NM_005801	EIF1	1183.20018172	2162.0	342	5342830.0
NM_001012961	C1orf84	15.3358211451	44.0	537	5342830.0
NM_001012967	DDX60L	2.55842039394	70.0	5121	5342830.0
NM_014174	THYN1	52.4508524884	190.0	678	5342830.0
NM_001012964	KLK6	0.0	0.0	735	5342830.0
NM_003824	FADD	57.0157012973	191.0	627	5342830.0
NM_012188	FOXI1	0.0	0.0	1137	5342830.0
NM_003826	NAPG	50.4293735258	253.0	939	5342830.0
NM_003827	NAPA	172.834139103	820.0	888	5342830.0
NM_003820	TNFRSF14	0.0	0.0	852	5342830.0
NM_003821	RIPK2	15.6837182808	136.0	1623	5342830.0
NM_003795	SNX3	471.935733055	1233.0	489	5342830.0
NM_012181	FKBP8	59.8270453466	397.0	1242	5342830.0
NM_012180	FBXO8	15.4022618475	79.0	960	5342830.0
NM_012183	FOXD3	0.0	0.0	1437	5342830.0
NM_012182	FOXB1	0.0	0.0	978	5342830.0
NM_003828	MTMR1	23.6066141214	252.0	1998	5342830.0
NM_012184	FOXD4L1	0.0	0.0	1227	5342830.0
NM_012186	FOXE3	0.0	0.0	960	5342830.0
NM_020733	HEG1	40.8101110777	904.0	4146	5342830.0
NM_001083335	ZFP112	0.682591999446	10.0	2742	5342830.0
NM_020731	AHRR	5.28572699127	61.0	2160	5342830.0
NM_001861	COX4I1	598.199536832	1630.0	510	5342830.0
NM_001146110	MIER1	37.5510601718	319.0	1590	5342830.0
NM_005806	OLIG2	0.0	0.0	972	5342830.0
NM_020734	RIMKLB	35.1441398123	218.0	1161	5342830.0
NM_020739	CCPG1	102.884084349	1250.0	2274	5342830.0
NM_005807	PRG4	0.0	0.0	4215	5342830.0
NM_004975	KCNB1	0.0	0.0	2577	5342830.0
NM_001080824	LOC129293	3.41295999723	25.0	1371	5342830.0
NM_144646	IGJ	0.0	0.0	480	5342830.0
NM_144647	CAPSL	3.28362677628	11.0	627	5342830.0
NM_144644	SPATA4	0.0	0.0	918	5342830.0
NM_000156	GAMT	11.5827509914	44.0	711	5342830.0
NM_144642	SYNPR	0.0	0.0	798	5342830.0
NM_144643	SCLT1	11.4998423965	127.0	2067	5342830.0
NM_001161546	LOC389333	0.0	0.0	3048	5342830.0
NM_000152	GAA	5.82645632602	89.0	2859	5342830.0
NM_004973	JARID2	1.15071764333	23.0	3741	5342830.0
NM_001008783	SLC35D3	0.0	0.0	1251	5342830.0
NM_000159	GCDH	31.5497442878	222.0	1317	5342830.0
NM_000158	GBE1	100.017496672	1127.0	2109	5342830.0
NM_144648	LRGUK	0.0	0.0	2478	5342830.0
NM_144649	TMEM71	0.0	0.0	831	5342830.0
NM_021020	LZTS1	0.0	0.0	1791	5342830.0
NM_021021	SNTB1	0.57874683441	5.0	1617	5342830.0
NM_021023	CFHR3	0.0	0.0	993	5342830.0
NM_021025	TLX3	13.6742813697	64.0	876	5342830.0
NM_001142633	PIK3R5	0.0	0.0	2643	5342830.0
NM_021027	UGT1A9	0.0	0.0	1593	5342830.0
NM_021029	RPL36A	19.241439147	33.0	321	5342830.0
NM_174856	IDH3B	65.8549592354	247.0	702	5342830.0
NM_015556	SIPA1L1	2.59233692864	75.0	5415	5342830.0
NM_173536	GABRG1	0.0	0.0	1398	5342830.0
NM_004445	EPHB6	0.0	0.0	3066	5342830.0
NM_173535	CLEC4F	0.0	0.0	1770	5342830.0
NM_173533	TDRD5	0.0	0.0	2946	5342830.0
NM_173531	ZNF100	2.29793402392	20.0	1629	5342830.0
NM_015554	GLCE	10.0952926779	100.0	1854	5342830.0
NM_173538	CNBD1	0.0	0.0	1311	5342830.0
NM_001001952	OR5D18	0.0	0.0	942	5342830.0
NM_001001953	OR10G9	0.0	0.0	936	5342830.0
NM_001102445	RGS4	0.411807978544	2.0	909	5342830.0
NM_001001956	OR13C9	0.0	0.0	957	5342830.0
NM_001001957	OR2W3	0.0	0.0	945	5342830.0
NM_001001954	OR5A2	0.0	0.0	975	5342830.0
NM_001001955	OR4C13	0.0	0.0	930	5342830.0
NM_001001958	OR7G3	0.0	0.0	939	5342830.0
NM_001001959	OR11L1	0.0	0.0	969	5342830.0
NM_015559	SETBP1	0.781326346266	20.0	4791	5342830.0
NM_201574	SLC4A3	0.0	0.0	3780	5342830.0
NM_201575	SEZ6L2	3.69813509601	54.0	2733	5342830.0
NM_001011724	HNRNPA1L2	0.971789855909	5.0	963	5342830.0
NM_003353	UCN	0.0	0.0	375	5342830.0
NM_003350	UBE2V2	177.338336514	415.0	438	5342830.0
NM_006271	S100A1	0.0	0.0	285	5342830.0
NM_139343	BIN1	37.916491681	361.0	1782	5342830.0
NM_006277	ITSN2	9.47958684178	258.0	5094	5342830.0
NM_006274	CCL19	0.0	0.0	297	5342830.0
NM_006275	SFRS6	114.108409915	631.0	1035	5342830.0
NM_001002030	ECHDC1	114.448527971	554.0	906	5342830.0
NM_001002031	ATP5G2	1099.30836682	2784.0	474	5342830.0
