RefSeq_Accession	Gene_Name	Expression_Level_(rpkM)	Read_Count	Feature_Length	Total_Mapped_Reads
NM_002220	ITPKA	0.0	0.0	1386	5102548.0
NM_001003806	TARP	0.0	0.0	336	5102548.0
NM_001143986	TLE6	0.0	0.0	1719	5102548.0
NM_003621	PPFIBP2	0.148977968809	2.0	2631	5102548.0
NM_001143980	CCDC154	0.0	0.0	2004	5102548.0
NM_001143981	CHRDL1	0.0	0.0	1377	5102548.0
NM_016648	LARP7	24.763690378	221.0	1749	5102548.0
NM_016649	ESF1	33.9668894601	443.0	2556	5102548.0
NM_003626	PPFIA1	25.7397521522	474.0	3609	5102548.0
NM_016644	PRR16	0.463310917184	2.0	846	5102548.0
NM_016645	NGRN	25.2399151929	85.0	660	5102548.0
NM_016642	SPTBN5	0.0	0.0	10920	5102548.0
NM_001143989	NBPF4	0.0	0.0	1917	5102548.0
NM_016640	MRPS30	320.398452861	2158.0	1320	5102548.0
NM_016641	GDE1	34.4343279563	175.0	996	5102548.0
NM_001080821	ZNF799	0.0	0.0	1932	5102548.0
NM_017418	DEC1	0.0	0.0	213	5102548.0
NM_001080825	TMEM120B	12.104679051	63.0	1020	5102548.0
NM_001008781	FAT3	0.0	0.0	13674	5102548.0
NM_001080826	PRAGMIN	6.75152651591	145.0	4209	5102548.0
NM_018139	C14orf104	8.26329948476	106.0	2514	5102548.0
NM_002854	PVALB	0.0	0.0	333	5102548.0
NM_001003803	ATP5S	32.9658587324	109.0	648	5102548.0
NM_001007532	STH	0.0	0.0	387	5102548.0
NM_144582	TEX261	70.6325724659	213.0	591	5102548.0
NM_205859	OR2K2	0.0	0.0	951	5102548.0
NM_001003800	BICD2	9.38691733261	123.0	2568	5102548.0
NM_001007533	DYSFIP1	0.0	0.0	465	5102548.0
NM_205854	SFTA2	0.0	0.0	237	5102548.0
NM_017840	MRPL16	94.3609901331	364.0	756	5102548.0
NM_205850	SLC24A5	0.0	0.0	1503	5102548.0
NM_205853	MUSTN1	0.0	0.0	249	5102548.0
NM_205852	CLEC12B	0.0	0.0	699	5102548.0
NM_207119	LRRC20	0.0	0.0	555	5102548.0
NM_181777	UBE2A	267.170022359	319.0	234	5102548.0
NM_004108	FCN2	0.0	0.0	942	5102548.0
NM_004109	FDX1	31.0743884347	88.0	555	5102548.0
NM_004106	FCER1G	0.0	0.0	261	5102548.0
NM_001464	ADAM2	0.0	0.0	2208	5102548.0
NM_004105	EFEMP1	428.194950865	3238.0	1482	5102548.0
NM_004102	FABP3	4.8751372629	10.0	402	5102548.0
NM_001463	FRZB	0.0	0.0	978	5102548.0
NM_001145316	DSN1	78.1360235038	427.0	1071	5102548.0
NM_007103	NDUFV1	123.769775147	881.0	1395	5102548.0
NM_007102	GUCA2B	0.0	0.0	339	5102548.0
NM_007101	SARDH	0.0	0.0	2757	5102548.0
NM_007100	ATP5I	357.431135152	383.0	210	5102548.0
NM_007107	SSR3	568.975697328	1620.0	558	5102548.0
NM_007106	UBL3	47.0574690038	85.0	354	5102548.0
NM_007105	SLC22A18AS	0.257192280799	1.0	762	5102548.0
NM_181435	C1QTNF3	0.0	0.0	960	5102548.0
NM_000339	SLC12A3	0.0	0.0	3093	5102548.0
NM_000338	SLC12A1	0.0	0.0	3300	5102548.0
NM_007109	TCF19	7.36342986587	39.0	1038	5102548.0
NM_000484	APP	195.726327932	2310.0	2313	5102548.0
NM_000483	APOC2	0.0	0.0	306	5102548.0
NM_000482	APOA4	0.0	0.0	1191	5102548.0
NM_000481	AMT	0.0	0.0	1212	5102548.0
NM_016643	ZNF771	1.64344249869	8.0	954	5102548.0
NM_030615	KIF25	0.0	0.0	1155	5102548.0
NM_207112	HAGHL	7.18370741695	32.0	873	5102548.0
NM_001425	EMP3	457.686209646	1149.0	492	5102548.0
NM_001012968	SPIN4	25.6081210146	98.0	750	5102548.0
NM_030613	ZFP2	0.0	0.0	1386	5102548.0
NM_005801	EIF1	1669.84569989	2914.0	342	5102548.0
NM_001012961	C1orf84	6.93413378288	19.0	537	5102548.0
NM_001012967	DDX60L	1.64560872342	43.0	5121	5102548.0
NM_014174	THYN1	54.0536236875	187.0	678	5102548.0
NM_001012964	KLK6	0.0	0.0	735	5102548.0
NM_003824	FADD	95.3334258061	305.0	627	5102548.0
NM_012188	FOXI1	0.0	0.0	1137	5102548.0
NM_003826	NAPG	52.3866986263	251.0	939	5102548.0
NM_003827	NAPA	257.776176788	1168.0	888	5102548.0
NM_003820	TNFRSF14	0.0	0.0	852	5102548.0
NM_003821	RIPK2	11.712945313	97.0	1623	5102548.0
NM_003795	SNX3	440.855970891	1100.0	489	5102548.0
NM_012181	FKBP8	73.8477314085	468.0	1242	5102548.0
NM_012180	FBXO8	5.30780569498	26.0	960	5102548.0
NM_012183	FOXD3	0.0	0.0	1437	5102548.0
NM_012182	FOXB1	0.0	0.0	978	5102548.0
NM_003828	MTMR1	14.9094287944	152.0	1998	5102548.0
NM_012184	FOXD4L1	0.0	0.0	1227	5102548.0
NM_012186	FOXE3	0.0	0.0	960	5102548.0
NM_020733	HEG1	31.7180240128	671.0	4146	5102548.0
NM_001083335	ZFP112	1.35799775398	19.0	2742	5102548.0
NM_020731	AHRR	1.9960978682	22.0	2160	5102548.0
NM_001861	COX4I1	933.405251266	2429.0	510	5102548.0
NM_001146110	MIER1	23.7888301685	193.0	1590	5102548.0
NM_005806	OLIG2	0.0	0.0	972	5102548.0
NM_020734	RIMKLB	20.5939906909	122.0	1161	5102548.0
NM_020739	CCPG1	101.95468459	1183.0	2274	5102548.0
NM_005807	PRG4	0.0	0.0	4215	5102548.0
NM_004975	KCNB1	0.0	0.0	2577	5102548.0
NM_001080824	LOC129293	9.57745784384	67.0	1371	5102548.0
NM_144646	IGJ	0.0	0.0	480	5102548.0
NM_144647	CAPSL	4.37596052881	14.0	627	5102548.0
NM_144644	SPATA4	0.0	0.0	918	5102548.0
NM_000156	GAMT	9.37178285645	34.0	711	5102548.0
NM_144642	SYNPR	0.0	0.0	798	5102548.0
NM_144643	SCLT1	19.2472400327	203.0	2067	5102548.0
NM_001161546	LOC389333	0.128596140399	2.0	3048	5102548.0
NM_000152	GAA	2.810493612	41.0	2859	5102548.0
NM_004973	JARID2	0.995356814062	19.0	3741	5102548.0
NM_001008783	SLC35D3	0.0	0.0	1251	5102548.0
NM_000159	GCDH	42.1127460783	283.0	1317	5102548.0
NM_000158	GBE1	56.0342590494	603.0	2109	5102548.0
NM_144648	LRGUK	0.0	0.0	2478	5102548.0
NM_144649	TMEM71	0.0	0.0	831	5102548.0
NM_021020	LZTS1	0.0	0.0	1791	5102548.0
NM_021021	SNTB1	0.0	0.0	1617	5102548.0
NM_021023	CFHR3	0.0	0.0	993	5102548.0
NM_021025	TLX3	17.4503200931	78.0	876	5102548.0
NM_001142633	PIK3R5	0.0	0.0	2643	5102548.0
NM_021027	UGT1A9	0.0	0.0	1593	5102548.0
NM_021029	RPL36A	51.8951527331	85.0	321	5102548.0
NM_174856	IDH3B	58.3474761474	209.0	702	5102548.0
NM_015556	SIPA1L1	3.69159978445	102.0	5415	5102548.0
NM_173536	GABRG1	0.0	0.0	1398	5102548.0
NM_004445	EPHB6	0.0	0.0	3066	5102548.0
NM_173535	CLEC4F	0.0	0.0	1770	5102548.0
NM_173533	TDRD5	0.0	0.0	2946	5102548.0
NM_173531	ZNF100	3.1279886232	26.0	1629	5102548.0
NM_015554	GLCE	2.5369646339	24.0	1854	5102548.0
NM_173538	CNBD1	0.0	0.0	1311	5102548.0
NM_001001952	OR5D18	0.0	0.0	942	5102548.0
NM_001001953	OR10G9	0.0	0.0	936	5102548.0
NM_001102445	RGS4	0.431200259557	2.0	909	5102548.0
NM_001001956	OR13C9	0.0	0.0	957	5102548.0
NM_001001957	OR2W3	0.0	0.0	945	5102548.0
NM_001001954	OR5A2	0.0	0.0	975	5102548.0
NM_001001955	OR4C13	0.0	0.0	930	5102548.0
NM_001001958	OR7G3	0.0	0.0	939	5102548.0
NM_001001959	OR11L1	0.0	0.0	969	5102548.0
